symbol	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2	CAR_MplusCHLA_3
LOC101927762	0	0	0	0	0	0
LOC101927765	0	0	0	0	8	7
LOC101927769	0	0	0	0	0	0
LOC101927770	1	0	0	1	0	0
LOC101927787	0	0	0	0	0	0
LOC101927793	0	0	0	0	0	0
LOC101927795	0	0	0	0	0	0
LOC101927798	0	0	0	0	0	0
LOC101927809	0	0	0	0	0	0
LOC101927811	0	0	0	0	0	0
LOC101927814	0	0	0	0	0	0
LOC101927815	0	0	0	0	0	0
LOC101927817	0	0	0	0	0	0
LOC101927822	0	0	0	0	0	0
LOC101927827	0	0	0	0	0	0
LOC101927829	0	0	0	0	0	0
LOC101927830	0	0	0	0	0	0
LOC101927839	0	0	0	0	0	0
LOC101927844	9	0	0	0	0	0
LOC101927845	0	0	0	0	0	0
LOC101927847	0	0	0	0	0	0
LOC101927851	0	2	0	0	0	0
LOC101927854	0	0	0	0	0	0
LOC101927855	0	0	0	0	0	0
LOC101927859	0	0	0	0	0	0
LOC101927865	0	0	0	0	0	0
LOC101927870	0	0	0	0	0	0
LOC101927877	0	0	0	0	0	0
LOC101927880	0	0	0	0	0	0
LOC101927881	0	0	0	0	0	0
LOC101927884	0	0	0	0	0	0
LOC101927895	0	0	0	0	0	0
LOC101927907	0	0	0	0	0	0
LOC101927908	0	0	0	0	0	0
LOC101927911	0	0	0	0	0	0
LOC101927914	0	0	0	0	0	0
LOC101927915	0	0	0	0	0	0
LOC101927919	1	2	0	0	1	0
LOC101927932	0	0	0	0	0	0
LOC101927948	0	0	0	0	0	0
LOC101927950	0	0	0	0	0	0
LOC101927954	2	0	0	0	1	0
LOC101927960	0	0	0	0	0	0
LOC101927964	0	0	0	0	0	0
LOC101927967	0	0	0	0	0	0
LOC101927969	3	0	0	0	0	0
LOC101927972	0	0	0	0	0	0
LOC101927974	0	3	4	0	12	12
LOC101927987	0	0	0	0	0	0
LOC101927989	0	0	0	0	3	0
LOC101928000	0	7	0	0	5	0
LOC101928008	0	0	0	0	0	0
LOC101928009	0	0	0	0	0	0
LOC101928012	0	0	0	0	0	0
LOC101928020	2	1	0	0	0	0
LOC101928021	0	0	0	0	0	0
LOC101928030	0	0	0	0	0	0
LOC101928034	0	2	1	3	1	1
LOC101928035	0	0	0	0	0	0
LOC101928042	0	0	9	0	0	0
LOC101928048	0	0	0	0	0	0
LOC101928052	0	0	0	0	0	0
LOC101928053	2	0	0	0	0	0
LOC101928058	0	0	0	0	0	0
LOC101928063	0	0	0	0	0	0
LOC101928068	0	0	0	0	0	0
LOC101928069	0	0	0	9	0	0
LOC101928075	0	0	0	0	0	0
LOC101928087	0	0	0	0	0	0
LOC101928093	0	0	0	0	0	0
LOC101928098	0	0	0	0	0	0
LOC101928100	0	0	0	0	0	0
LOC101928103	0	0	0	9	0	1
LOC101928105	0	0	0	0	0	0
LOC101928107	0	0	0	0	0	0
LOC101928111	0	0	6	0	0	0
LOC101928118	0	0	1	0	0	0
LOC101928119	0	0	0	0	0	0
LOC101928120	0	0	0	2	0	0
LOC101928123	0	0	0	0	0	0
LOC101928126	0	0	1	0	6	7
LOC101928128	0	0	0	0	0	0
LOC101928131	0	0	0	0	0	0
LOC101928132	0	0	0	0	0	0
LOC101928134	0	0	0	0	0	0
LOC101928135	0	0	0	0	0	0
LOC101928140	0	0	0	0	0	0
LOC101928143	0	0	0	0	0	0
LOC101928150	5	0	0	0	1	0
LOC101928160	0	0	0	0	0	0
LOC101928161	0	0	9	0	2	4
LOC101928163	0	0	0	0	0	0
LOC101928166	0	0	0	0	0	0
LOC101928168	0	0	0	0	0	0
LOC101928174	1	0	0	0	0	0
LOC101928177	0	0	0	0	0	0
LOC101928185	0	0	0	0	0	0
LOC101928191	0	0	0	0	0	0
LOC101928195	0	0	0	0	0	0
LOC101928201	0	0	0	0	0	0
LOC101928211	0	0	0	0	0	0
LOC101928222	0	0	0	0	0	0
LOC101928226	0	0	0	0	0	0
LOC101928231	3	0	0	0	0	0
LOC101928251	0	0	0	0	0	0
LOC101928253	0	0	0	0	0	0
LOC101928254	0	0	0	0	0	0
LOC101928266	0	0	0	0	0	0
LOC101928269	0	0	0	0	0	0
LOC101928272	0	0	0	0	0	0
LOC101928273	0	0	0	0	0	0
LOC101928279	0	0	0	0	0	0
LOC101928283	0	0	0	0	0	0
LOC101928295	0	0	0	0	0	0
LOC101928298	0	0	0	0	0	0
LOC101928303	1	0	0	0	0	0
LOC101928304	0	0	0	0	0	0
LOC101928306	0	0	0	0	0	0
LOC101928307	0	0	0	0	0	0
LOC101928314	0	0	0	0	0	0
LOC101928322	0	0	0	0	0	0
LOC101928323	0	2	0	0	0	2
LOC101928324	0	0	0	0	1	0
LOC101928333	0	0	0	0	0	0
LOC101928335	0	0	0	0	0	1
LOC101928336	4	0	0	0	0	0
LOC101928358	0	0	0	0	0	0
LOC101928370	0	0	0	0	0	0
LOC101928371	0	0	0	0	0	0
LOC101928372	0	1	1	0	1	1
LOC101928381	0	0	0	0	0	0
LOC101928386	0	0	0	0	0	0
LOC101928389	0	0	0	0	0	0
LOC101928398	0	0	0	0	0	0
LOC101928401	1	0	0	0	0	0
LOC101928402	0	0	0	0	0	0
LOC101928403	0	0	0	0	0	0
LOC101928404	0	0	0	0	0	0
LOC101928414	0	0	0	0	0	0
LOC101928416	0	0	0	0	0	0
LOC101928417	0	0	0	0	0	0
LOC101928418	0	0	0	0	0	0
LOC101928424	0	0	0	0	0	0
LOC101928429	20	51	33	12	33	24
LOC101928433	0	0	0	0	0	0
LOC101928436	0	0	0	0	0	0
LOC101928437	0	0	0	0	0	0
LOC101928438	0	0	0	0	0	0
LOC101928441	0	0	0	0	0	0
LOC101928443	0	0	0	0	0	0
LOC101928445	0	0	0	0	0	0
LOC101928446	0	0	0	0	0	0
LOC101928453	0	0	0	0	0	0
LOC101928461	0	0	0	0	0	0
LOC101928475	0	0	0	0	0	0
LOC101928489	0	0	0	0	0	0
LOC101928491	0	0	0	0	0	0
LOC101928495	0	0	0	0	0	0
LOC101928504	0	0	0	0	1	0
LOC101928505	0	0	0	0	0	0
LOC101928510	3	0	0	0	0	0
LOC101928516	0	0	0	0	0	0
LOC101928517	0	1	0	0	0	1
LOC101928519	0	0	0	0	0	0
LOC101928523	0	0	0	0	0	0
LOC101928525	5	0	0	0	0	0
LOC101928530	0	0	0	0	0	0
LOC101928535	0	0	0	0	0	0
LOC101928540	0	0	0	0	0	0
LOC101928551	0	0	0	0	0	0
LOC101928557	0	0	0	0	0	0
LOC101928565	0	0	0	0	0	0
LOC101928583	0	0	0	4	0	0
LOC101928590	0	0	0	0	0	0
LOC101928591	0	0	0	0	0	0
LOC101928595	0	0	0	0	0	0
LOC101928596	0	0	0	0	0	0
LOC101928597	5	0	0	11	1	0
LOC101928605	0	0	0	0	0	0
LOC101928617	0	0	0	0	0	0
LOC101928618	0	0	0	0	0	0
LOC101928622	0	0	0	0	0	0
LOC101928626	0	0	0	0	0	0
LOC101928627	0	0	0	0	0	0
LOC101928650	0	0	0	0	0	0
LOC101928651	0	0	0	0	0	0
LOC101928659	0	6	0	0	0	0
LOC101928661	0	0	0	0	0	0
LOC101928663	0	0	0	0	0	0
LOC101928673	0	0	1	0	0	1
LOC101928674	0	3	0	0	1	0
LOC101928682	0	0	0	0	0	0
LOC101928696	0	0	0	0	0	0
LOC101928697	0	0	0	2	0	0
LOC101928700	0	0	0	1	0	0
LOC101928708	0	0	0	0	0	0
LOC101928718	0	0	0	0	0	0
LOC101928725	0	0	0	0	1	0
LOC101928728	0	0	1	5	1	0
LOC101928730	0	0	0	0	0	0
LOC101928731	0	0	0	0	0	0
LOC101928737	0	0	0	0	0	0
LOC101928739	0	0	0	0	0	0
LOC101928748	0	0	0	0	0	0
LOC101928775	0	0	0	0	0	0
LOC101928782	0	0	0	0	0	0
LOC101928786	2	0	0	1	0	0
LOC101928791	0	0	0	0	0	0
LOC101928796	0	0	0	0	0	0
LOC101928797	0	0	0	0	0	0
LOC101928804	0	0	0	0	0	0
LOC101928807	0	0	0	0	0	0
LOC101928809	4	0	0	6	0	0
LOC101928812	0	0	0	0	0	0
LOC101928823	0	0	0	0	1	0
LOC101928834	0	0	0	0	0	0
LOC101928837	0	0	0	0	0	0
LOC101928841	1	0	0	0	0	0
LOC101928844	0	0	0	0	0	0
LOC101928847	6	0	0	0	0	0
LOC101928855	2	0	0	0	0	0
LOC101928858	0	0	0	0	0	0
LOC101928861	0	0	0	0	0	0
LOC101928865	0	0	0	0	0	0
LOC101928881	0	0	0	0	0	0
LOC101928882	0	0	0	0	0	0
LOC101928887	0	0	0	0	0	0
LOC101928894	0	0	0	0	0	0
LOC101928896	0	0	0	0	0	0
LOC101928902	0	0	0	0	0	0
LOC101928907	0	0	0	0	0	0
LOC101928909	0	0	0	0	0	0
LOC101928911	0	0	0	0	0	0
LOC101928924	0	0	0	0	0	0
LOC101928932	0	0	0	0	0	1
LOC101928936	14	1	0	0	1	0
LOC101928937	0	0	0	0	0	0
LOC101928940	0	0	0	0	0	0
LOC101928942	0	0	0	0	0	0
LOC101928943	0	0	0	0	0	0
LOC101928944	0	0	0	0	0	0
LOC101928961	0	0	0	0	0	0
LOC101928977	0	0	0	0	0	0
LOC101928978	0	0	0	0	0	0
LOC101928985	0	0	0	0	0	0
LOC101928988	0	0	0	0	0	0
LOC101928994	0	0	0	0	0	0
LOC101929006	0	0	0	0	0	0
LOC101929011	0	0	0	0	0	0
LOC101929054	0	0	0	0	0	0
LOC101929057	0	0	0	0	0	0
LOC101929058	0	0	0	0	0	0
LOC101929064	0	0	0	0	0	0
LOC101929066	0	0	0	0	0	0
LOC101929073	0	0	0	0	0	0
LOC101929076	0	0	0	0	0	0
LOC101929089	0	0	0	0	0	0
LOC101929095	0	0	0	0	0	0
LOC101929099	0	0	0	0	0	0
LOC101929106	0	0	0	0	0	0
LOC101929109	0	0	0	0	0	0
LOC101929116	0	0	0	0	0	0
LOC101929117	0	0	0	0	0	0
LOC101929122	0	0	0	0	0	0
LOC101929124	0	0	0	0	0	0
LOC101929128	0	0	0	0	0	0
LOC101929130	0	1	2	0	3	2
LOC101929134	0	0	0	0	0	0
LOC101929140	0	1	1	0	0	0
LOC101929147	0	8	3	8	9	8
LOC101929148	0	0	0	0	0	0
LOC101929154	0	0	0	0	0	0
LOC101929161	0	0	0	0	0	0
LOC101929162	0	0	0	0	0	0
LOC101929163	0	0	0	0	0	0
LOC101929165	16	1	0	0	1	1
LOC101929172	0	0	0	0	0	0
LOC101929188	0	0	0	0	0	0
LOC101929208	0	0	0	0	0	0
LOC101929210	0	0	0	0	0	0
LOC101929217	0	0	0	0	0	0
LOC101929224	0	3	2	0	3	4
LOC101929227	3	0	0	0	0	0
LOC101929229	0	0	0	0	0	0
LOC101929231	0	0	0	0	1	0
LOC101929234	0	0	0	0	0	0
LOC101929237	0	0	0	0	0	0
LOC101929243	0	0	6	0	10	6
LOC101929259	1	0	0	0	1	0
LOC101929268	0	0	0	0	0	0
LOC101929269	0	0	0	0	0	0
LOC101929279	0	0	0	0	0	0
LOC101929282	0	0	0	0	0	0
LOC101929294	0	0	0	0	0	0
LOC101929295	0	0	0	0	0	0
LOC101929297	0	0	0	0	0	0
LOC101929315	0	0	0	0	0	0
LOC101929319	3	0	1	0	0	0
LOC101929331	0	3	8	8	6	2
LOC101929340	0	0	0	0	0	0
LOC101929341	0	0	0	0	0	0
LOC101929352	0	0	0	0	0	0
LOC101929353	0	0	0	0	0	0
LOC101929372	0	0	1	0	0	0
LOC101929380	0	0	0	0	0	1
LOC101929384	0	0	0	0	0	0
LOC101929411	0	0	0	0	0	0
LOC101929413	0	0	0	0	0	0
LOC101929415	0	1	0	0	0	1
LOC101929420	0	0	0	0	0	0
LOC101929427	0	0	0	0	0	0
LOC101929431	0	1	0	0	0	1
LOC101929439	0	0	0	0	0	0
LOC101929445	0	0	0	0	0	0
LOC101929452	0	0	0	0	0	0
LOC101929457	0	0	0	0	0	0
LOC101929460	0	0	0	0	0	0
LOC101929464	0	0	0	0	0	0
LOC101929470	0	0	0	0	0	0
LOC101929473	0	0	0	0	0	0
LOC101929488	0	0	0	0	0	0
LOC101929497	0	0	0	0	0	0
LOC101929512	0	0	0	0	0	0
LOC101929516	0	0	0	0	0	0
LOC101929517	0	0	0	0	0	0
LOC101929523	0	0	0	0	0	0
LOC101929524	0	0	0	0	0	0
LOC101929526	0	0	0	0	0	0
LOC101929528	0	0	0	0	0	0
LOC101929529	0	0	0	0	0	0
LOC101929532	0	0	0	0	0	0
LOC101929536	0	0	0	0	0	0
LOC101929538	0	0	0	0	0	0
LOC101929541	0	0	0	0	0	0
LOC101929550	0	0	0	0	0	0
LOC101929551	0	0	0	0	0	0
LOC101929552	0	0	0	0	0	0
LOC101929555	0	0	0	0	0	0
LOC101929563	0	0	0	0	0	0
LOC101929570	0	0	0	0	0	0
LOC101929572	0	0	0	0	0	0
LOC101929574	0	0	0	0	0	0
LOC101929577	0	0	0	0	0	0
LOC101929579	0	0	0	0	0	0
LOC101929583	1	0	0	0	0	0
LOC101929586	0	0	0	0	0	0
LOC101929592	0	0	0	0	0	0
LOC101929595	0	0	0	0	0	0
LOC101929596	0	0	0	0	0	0
LOC101929613	0	0	0	0	0	0
LOC101929621	0	0	0	0	0	0
LOC101929622	0	0	0	0	0	0
LOC101929626	0	0	0	0	0	0
LOC101929633	0	0	0	0	0	0
LOC101929645	0	0	0	0	0	1
LOC101929646	0	0	0	0	0	0
LOC101929653	0	0	0	0	0	0
LOC101929657	0	0	0	0	0	0
LOC101929662	0	0	0	0	0	0
LOC101929679	0	0	0	0	0	0
LOC101929680	1	0	0	0	0	0
LOC101929698	1	0	0	0	0	4
LOC101929705	0	0	0	0	0	0
LOC101929709	0	2	0	0	2	0
LOC101929710	0	0	0	0	0	0
LOC101929715	0	0	0	0	0	0
LOC101929718	0	0	1	0	1	0
LOC101929719	0	0	0	0	0	0
LOC101929721	0	0	0	0	0	0
LOC101929741	0	0	0	0	0	0
LOC101929748	0	0	0	0	0	0
LOC101929753	0	0	0	0	0	0
LOC101929762	0	0	0	1	0	0
LOC101929767	32	61	63	69	40	67
LOC101929798	0	0	0	0	0	0
LOC101929829	0	0	0	0	0	0
LOC101929882	0	0	0	0	2	3
LOC101929897	0	0	0	0	0	0
LOC101929901	2	0	0	0	0	0
LOC101929935	0	0	0	0	0	0
LOC101929998	0	0	0	0	0	0
LOC101930010	0	0	0	0	0	0
LOC101930071	0	7	10	0	7	8
LOC101930085	2	2	2	0	3	2
LOC101930094	0	0	0	0	0	0
LOC101930114	0	0	0	0	0	0
LOC101930370	0	1	0	0	0	2
LOC101930421	0	0	0	0	0	0
LOC102031319	0	0	0	32	0	0
LOC102467080	0	0	0	0	0	3
LOC102467081	79	1	4	0	6	5
LOC102467216	0	0	0	0	0	0
LOC102467217	0	0	0	0	0	0
LOC102467222	0	0	0	0	0	0
LOC102467226	0	0	0	0	0	0
LOC102503427	0	0	0	0	0	0
LOC102546229	0	0	0	0	0	0
LOC102546294	0	0	0	0	0	0
LOC102546299	0	0	0	0	0	0
LOC102606465	0	3	2	0	1	0
LOC102606466	0	0	0	0	0	0
LOC102723313	0	0	0	0	0	0
LOC102723322	0	0	0	0	0	0
LOC102723330	0	0	0	0	0	0
LOC102723335	0	0	0	0	0	0
LOC102723345	0	0	0	0	0	0
LOC102723360	0	0	0	0	3	3
LOC102723373	0	0	0	0	0	0
LOC102723376	0	0	0	0	0	0
LOC102723383	0	0	0	0	0	0
LOC102723385	0	0	0	0	0	0
LOC102723427	0	0	0	0	0	0
LOC102723439	0	0	0	0	0	0
LOC102723493	0	0	0	0	0	0
LOC102723517	0	0	0	0	0	0
LOC102723544	0	0	0	0	0	0
LOC102723566	0	0	0	0	1	0
LOC102723582	0	0	0	0	0	0
LOC102723604	0	0	0	0	0	0
LOC102723649	0	0	0	0	0	0
LOC102723661	0	0	0	0	0	0
LOC102723665	1	1	1	0	0	0
LOC102723672	0	0	1	0	0	4
LOC102723692	0	0	0	0	0	0
LOC102723701	2	0	1	7	1	0
LOC102723703	0	0	0	0	0	0
LOC102723704	0	0	0	0	0	0
LOC102723709	0	0	0	0	0	0
LOC102723727	0	0	0	0	0	0
LOC102723729	0	0	0	0	0	0
LOC102723753	0	0	0	0	0	0
LOC102723769	0	0	0	0	0	0
LOC102723809	0	0	0	0	0	0
LOC102723824	0	0	0	0	1	1
LOC102723831	0	0	0	0	0	0
LOC102723833	0	0	0	0	0	0
LOC102723838	0	0	0	0	0	0
LOC102723883	0	0	0	0	0	0
LOC102723885	0	0	0	0	0	0
LOC102723886	0	0	0	0	0	0
LOC102723968	0	0	0	0	0	0
LOC102723996	0	0	8	0	6	9
LOC102724009	0	0	0	0	0	3
LOC102724020	0	0	0	0	0	0
LOC102724034	0	0	0	0	0	0
LOC102724050	0	0	0	0	0	0
LOC102724058	0	0	0	0	0	0
LOC102724064	0	0	3	0	0	2
LOC102724084	0	0	0	0	0	0
LOC102724094	0	0	0	0	0	0
LOC102724096	0	0	0	0	0	0
LOC102724152	0	0	0	0	0	0
LOC102724153	0	0	0	0	0	0
LOC102724156	0	0	0	0	0	0
LOC102724163	0	0	1	0	0	0
LOC102724219	0	0	1	0	0	0
LOC102724238	0	2	0	0	0	0
LOC102724264	0	0	0	0	0	0
LOC102724265	0	1	0	0	0	1
LOC102724297	0	5	3	0	4	1
LOC102724301	0	0	0	0	0	0
LOC102724323	0	0	0	0	1	0
LOC102724357	0	0	0	0	0	0
LOC102724404	0	0	0	0	0	0
LOC102724421	0	0	0	0	0	0
LOC102724434	0	0	0	0	0	0
LOC102724450	0	0	0	0	0	0
LOC102724452	0	0	0	0	0	0
LOC102724467	0	0	0	0	0	0
LOC102724484	0	0	0	0	0	0
LOC102724511	0	0	0	0	0	0
LOC102724532	0	0	0	0	0	3
LOC102724552	0	0	0	0	0	0
LOC102724555	0	0	0	0	0	0
LOC102724579	0	0	0	0	0	0
LOC102724580	3	0	0	0	1	0
LOC102724589	0	0	0	0	0	0
LOC102724593	0	0	0	0	0	0
LOC102724596	0	0	0	0	0	0
LOC102724601	0	0	0	0	0	0
LOC102724604	0	0	0	0	0	0
LOC102724612	0	0	0	0	0	0
LOC102724623	0	0	0	0	0	0
LOC102724659	0	0	0	0	0	0
LOC102724691	0	0	0	0	0	0
LOC102724708	0	0	0	0	0	0
LOC102724710	0	0	0	0	0	0
LOC102724719	0	0	0	0	0	0
LOC102724738	0	0	0	0	0	0
LOC102724760	0	0	0	0	0	0
LOC102724776	0	0	0	0	0	0
LOC102724784	0	0	0	0	0	0
LOC102724804	0	0	0	0	0	0
LOC102724814	0	0	0	0	0	1
LOC102724843	0	0	1	0	0	0
LOC102724849	0	0	0	0	0	0
LOC102724874	0	0	0	0	0	0
LOC102724908	0	0	0	0	1	0
LOC102724919	0	0	0	0	0	0
LOC102724927	2	0	2	0	2	0
LOC102724951	0	0	1	0	0	0
LOC102724957	0	0	0	0	0	0
LOC102724958	0	0	0	0	0	0
LOC102725023	0	0	0	0	0	0
LOC102725072	0	0	0	0	0	0
LOC102725080	0	0	0	0	0	0
LOC102725121	0	0	3	0	0	0
LOC102725126	0	2	0	0	0	0
LOC102725191	0	0	0	0	0	0
LOC102725193	0	0	0	0	0	0
LOC102725254	0	0	0	0	0	0
LOC103021295	18	0	7	0	0	0
LOC103021296	0	0	0	0	0	0
LOC103171574	0	0	0	0	0	0
LOC103312105	0	0	0	0	0	0
LOC103344931	0	1	1	3	1	1
LOC103352541	0	0	0	0	0	0
LOC103611081	0	0	0	0	0	1
LOC103908604	0	0	0	0	0	0
LOC103908605	0	0	0	0	0	0
LOC104054148	0	0	0	0	0	0
LOC104613533	0	0	0	0	0	0
LOC104968399	0	0	0	8	0	2
LOC105274304	0	0	0	0	2	0
LOC105369146	0	0	0	0	0	0
LOC105369147	0	0	0	0	0	0
LOC105369187	0	0	0	0	0	0
LOC105369192	0	0	0	0	0	0
LOC105369306	0	0	0	0	1	3
LOC105369332	0	0	0	0	0	0
LOC105369340	0	0	4	0	0	0
LOC105369391	0	0	0	0	0	3
LOC105369423	0	0	0	0	0	0
LOC105369431	0	0	0	0	0	0
LOC105369438	0	0	0	0	0	0
LOC105369443	0	0	0	0	0	0
LOC105369473	0	0	0	0	0	0
LOC105369486	0	0	3	0	0	1
LOC105369507	0	0	0	0	0	0
LOC105369509	0	0	0	0	0	0
LOC105369532	0	0	0	0	0	0
LOC105369595	0	0	0	0	0	0
LOC105369632	0	0	0	0	0	6
LOC105369691	0	0	0	0	0	0
LOC105369747	0	0	0	0	0	0
LOC105369781	0	0	0	0	0	0
LOC105369879	0	0	0	0	0	0
LOC105369911	0	0	0	0	0	0
LOC105369921	0	0	0	0	0	0
LOC105369945	0	0	0	0	0	0
LOC105369971	0	0	0	0	0	0
LOC105369980	1	0	0	0	0	0
LOC105370024	0	0	0	0	0	0
LOC105370068	0	0	0	0	0	0
LOC105370203	12	4	0	2	4	8
LOC105370306	0	0	0	0	0	0
LOC105370333	0	1	4	0	3	5
LOC105370361	0	0	0	0	0	0
LOC105370401	0	0	0	0	0	0
LOC105370457	0	0	0	0	0	0
LOC105370473	0	0	0	0	0	0
LOC105370489	0	0	0	0	0	0
LOC105370526	0	0	0	0	0	0
LOC105370586	0	0	0	0	0	0
LOC105370619	0	0	0	0	0	0
LOC105370622	0	0	0	0	0	0
LOC105370697	0	0	0	0	0	0
LOC105370757	0	0	0	0	0	0
LOC105370792	21	4	6	4	5	7
LOC105370802	0	0	0	0	0	0
LOC105370829	0	0	0	0	0	0
LOC105370941	0	0	0	0	1	0
LOC105370943	0	0	0	0	0	0
LOC105370954	0	0	0	0	0	0
LOC105371038	0	0	0	0	0	0
LOC105371046	0	0	0	0	0	0
LOC105371049	0	0	3	5	0	4
LOC105371083	0	0	0	0	0	0
LOC105371184	0	0	0	0	0	0
LOC105371267	1	0	0	0	0	0
LOC105371328	0	0	0	0	0	0
LOC105371335	0	0	0	0	0	0
LOC105371414	0	0	0	0	1	0
LOC105371430	0	0	0	0	0	0
LOC105371433	0	0	0	0	0	3
LOC105371458	0	0	0	0	0	0
LOC105371485	0	0	0	0	0	0
LOC105371506	0	0	0	0	0	0
LOC105371592	0	6	0	0	0	0
LOC105371703	0	0	0	0	0	0
LOC105371730	0	0	0	0	0	0
LOC105371789	0	0	0	0	0	0
LOC105371795	0	0	0	0	0	0
LOC105371814	0	0	0	0	0	2
LOC105371824	0	0	0	0	0	0
LOC105371849	12	0	0	10	0	0
LOC105371855	0	0	0	0	0	0
LOC105371880	3	0	0	0	0	0
LOC105371899	0	0	0	0	0	0
LOC105371907	0	0	0	0	0	0
LOC105371925	0	1	1	0	0	0
LOC105371998	0	0	0	0	0	0
LOC105372028	0	0	0	0	0	0
LOC105372038	0	0	0	0	0	0
LOC105372068	0	0	0	0	0	0
LOC105372069	0	0	0	0	0	0
LOC105372071	0	0	0	0	0	0
LOC105372179	0	0	0	0	0	0
LOC105372273	0	0	0	0	0	0
LOC105372383	0	0	0	0	0	0
LOC105372397	0	0	0	0	0	0
LOC105372440	0	0	0	0	0	0
LOC105372441	0	0	0	0	0	0
LOC105372480	0	11	0	0	5	0
LOC105372483	0	0	0	0	0	0
LOC105372493	0	0	0	0	0	0
LOC105372582	0	0	0	0	0	0
LOC105372633	0	0	0	0	0	0
LOC105372653	0	0	0	0	0	0
LOC105372672	0	0	0	0	0	0
LOC105372695	0	0	0	0	0	0
LOC105372795	0	0	0	0	0	0
LOC105372833	0	0	0	0	0	0
LOC105372977	0	0	0	0	0	0
LOC105372990	0	0	0	0	0	0
LOC105373021	0	0	0	0	0	0
LOC105373031	0	0	0	0	0	0
LOC105373044	0	0	0	0	0	0
LOC105373051	0	0	0	0	0	0
LOC105373064	5	0	1	0	0	4
LOC105373100	0	0	0	0	0	0
LOC105373156	0	0	0	0	0	0
LOC105373159	0	0	1	0	0	0
LOC105373185	0	0	0	0	0	0
LOC105373338	0	0	0	0	0	0
LOC105373352	0	0	0	0	0	0
LOC105373378	0	0	0	0	0	0
LOC105373383	0	0	0	0	2	0
LOC105373394	0	0	0	0	0	0
LOC105373496	0	0	0	0	0	0
LOC105373553	0	0	0	0	0	0
LOC105373562	0	0	0	0	0	0
LOC105373609	2	0	0	0	0	0
LOC105373656	23	0	8	0	12	23
LOC105373764	0	0	0	0	0	0
LOC105373782	0	0	0	0	0	0
LOC105373805	0	0	0	0	0	0
LOC105373876	0	0	0	0	0	0
LOC105373878	6	0	2	0	0	2
LOC105374042	6	3	0	0	1	0
LOC105374060	0	0	0	0	0	0
LOC105374194	0	0	0	0	0	0
LOC105374205	0	0	0	0	0	0
LOC105374297	0	0	0	0	0	0
LOC105374312	0	0	0	0	0	0
LOC105374313	0	0	0	0	0	0
LOC105374338	0	0	0	0	0	0
LOC105374344	0	0	0	0	0	0
LOC105374389	0	0	0	0	0	0
LOC105374428	0	0	0	0	0	0
LOC105374454	5	1	1	0	2	1
LOC105374516	0	0	0	0	0	0
LOC105374546	0	0	0	0	0	0
LOC105374620	0	0	0	0	0	0
LOC105374704	0	0	0	0	0	0
LOC105374727	4	0	0	0	0	0
LOC105374820	0	0	0	0	0	0
LOC105374952	0	0	0	0	4	3
LOC105374960	0	0	0	0	0	0
LOC105374972	0	0	0	0	0	0
LOC105374988	1	0	0	0	0	0
LOC105375075	0	0	0	0	0	0
LOC105375115	0	0	0	0	0	0
LOC105375166	0	0	0	0	0	0
LOC105375218	0	0	0	0	0	0
LOC105375297	0	0	0	0	0	0
LOC105375304	0	4	0	0	0	0
LOC105375401	0	0	0	0	0	0
LOC105375429	0	0	0	0	0	0
LOC105375483	0	0	0	0	0	0
LOC105375504	0	0	0	0	0	0
LOC105375512	0	0	0	0	0	0
LOC105375545	0	0	0	0	0	0
LOC105375556	0	0	0	0	0	0
LOC105375690	3	0	0	2	0	0
LOC105375713	0	0	0	0	0	0
LOC105375744	0	0	0	0	0	0
LOC105375773	0	0	0	0	0	0
LOC105375787	0	0	0	0	0	0
LOC105375800	0	0	0	0	0	0
LOC105375843	0	0	0	0	0	0
LOC105375972	0	0	0	0	0	0
LOC105376114	0	3	0	0	0	2
LOC105376194	0	0	0	0	0	0
LOC105376271	0	0	0	0	0	0
LOC105376306	0	0	0	0	1	0
LOC105376331	0	0	0	0	0	0
LOC105376351	0	0	0	0	0	0
LOC105376360	2	0	0	0	0	0
LOC105376365	0	0	0	0	0	0
LOC105376382	0	0	0	0	0	0
LOC105376398	0	0	0	0	0	0
LOC105376444	0	0	0	0	0	0
LOC105376453	0	0	0	0	0	0
LOC105376468	0	0	0	0	0	0
LOC105376480	0	0	0	0	0	0
LOC105376599	0	0	0	0	0	0
LOC105376633	0	0	0	0	0	0
LOC105376671	0	0	0	0	0	0
LOC105376731	0	0	0	0	0	0
LOC105376736	0	2	4	6	0	0
LOC105376772	0	0	0	0	0	0
LOC105376805	0	4	3	0	0	0
LOC105376975	0	0	0	0	0	0
LOC105376997	0	0	0	0	0	0
LOC105377102	3	3	0	0	0	0
LOC105377143	0	0	0	0	0	0
LOC105377146	0	0	0	0	0	0
LOC105377162	0	0	0	0	0	0
LOC105377213	0	0	0	0	0	0
LOC105377245	0	0	0	0	0	0
LOC105377267	0	0	0	0	0	0
LOC105377342	0	0	0	0	0	0
LOC105377348	0	0	2	0	0	0
LOC105377372	0	0	0	0	0	0
LOC105377448	0	0	0	0	0	0
LOC105377458	0	0	0	0	0	0
LOC105377480	0	0	0	0	0	0
LOC105377590	0	0	0	0	0	0
LOC105377621	14	0	0	0	1	0
LOC105377623	0	0	0	0	2	0
LOC105377651	0	0	0	0	0	0
