symbol	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2	CAR_MplusCHLA_3
LINC01070	0	0	0	0	0	0
LINC01072	0	0	0	0	0	0
LINC01074	0	0	0	0	0	0
LINC01075	0	0	0	0	0	0
LINC01078	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0
LINC01081	0	0	0	0	0	0
LINC01082	0	0	0	0	0	0
LINC01085	0	0	0	0	0	0
LINC01087	8	0	2	0	1	13
LINC01088	0	0	13	0	0	0
LINC01089	0	129	0	0	43	0
LINC01090	0	0	0	0	0	0
LINC01091	0	0	0	0	0	0
LINC01093	0	0	0	0	0	0
LINC01094	5299	8200	9864	590	3831	2861
LINC01095	0	0	0	5	0	0
LINC01096	0	0	83	0	0	0
LINC01097	0	0	0	0	0	0
LINC01098	2	0	0	0	0	1
LINC01099	41	0	0	0	1	0
LINC01100	0	0	0	0	0	0
LINC01101	0	0	0	0	0	0
LINC01102	0	0	0	0	0	0
LINC01103	0	0	0	0	0	0
LINC01104	0	0	0	0	0	0
LINC01105	35	16	1	0	58	6
LINC01106	0	0	0	0	0	0
LINC01107	0	0	0	0	0	0
LINC01108	0	0	0	0	0	0
LINC01111	0	0	0	0	0	0
LINC01114	0	0	0	0	0	0
LINC01115	0	0	0	0	0	0
LINC01116	0	1	0	0	4	0
LINC01117	0	0	0	0	0	0
LINC01118	0	0	0	0	0	0
LINC01119	0	0	0	0	0	0
LINC01120	0	0	0	0	0	0
LINC01121	0	0	0	0	0	0
LINC01122	81	2	1	0	0	0
LINC01123	0	0	0	0	0	0
LINC01124	0	0	0	0	0	0
LINC01126	0	0	0	0	0	0
LINC01127	0	0	0	0	0	0
LINC01128	143	495	663	179	640	563
LINC01132	0	0	0	0	0	0
LINC01133	598	103	32	27	23	47
LINC01134	2	3	0	1	9	26
LINC01135	0	0	0	0	0	0
LINC01136	3	0	22	1	3	1
LINC01137	1	242	168	190	179	82
LINC01138	50	4	109	0	84	276
LINC01139	0	0	0	0	0	0
LINC01140	0	61	0	0	0	0
LINC01141	8	0	1	0	0	7
LINC01142	0	0	0	0	0	0
LINC01143	0	0	0	0	0	0
LINC01144	0	0	0	0	0	0
LINC01145	0	124	84	0	127	158
LINC01146	162	0	0	0	1	0
LINC01148	3	0	5	0	0	0
LINC01149	0	0	0	0	0	0
LINC01150	0	184	121	0	0	24
LINC01151	0	0	0	0	0	0
LINC01152	0	69	0	0	0	0
LINC01158	1	0	0	0	0	1
LINC01159	0	0	0	0	0	0
LINC01160	125	2	0	0	192	236
LINC01162	0	0	0	0	0	0
LINC01163	0	0	0	0	0	0
LINC01164	0	0	0	0	0	0
LINC01166	0	0	0	0	0	0
LINC01167	0	0	0	0	0	0
LINC01168	0	0	0	0	0	0
LINC01169	0	0	0	0	0	0
LINC01170	1	1	0	0	1	6
LINC01173	0	0	0	0	0	0
LINC01176	0	3	1	0	93	0
LINC01177	0	0	0	0	0	0
LINC01179	32	2	0	0	3	0
LINC01180	8	0	11	179	3	0
LINC01181	0	0	0	0	0	54
LINC01182	175	1	0	0	0	11
LINC01184	1936	1780	2678	17	1588	1430
LINC01185	0	0	0	0	0	0
LINC01186	0	0	0	0	0	0
LINC01187	0	0	0	0	0	0
LINC01189	0	0	0	0	0	0
LINC01191	0	0	0	0	0	0
LINC01192	0	0	0	0	0	0
LINC01193	0	0	0	0	0	0
LINC01194	0	0	0	0	0	0
LINC01195	0	0	0	0	0	0
LINC01197	0	0	0	0	0	0
LINC01198	0	0	0	0	0	0
LINC01201	0	0	0	0	0	0
LINC01202	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0
LINC01204	3	7	0	0	7	50
LINC01205	9	10	11	23	9	14
LINC01206	0	0	0	0	6	0
LINC01208	0	0	0	0	0	0
LINC01209	219	0	0	83	5	0
LINC01210	0	0	0	0	0	0
LINC01213	0	0	0	0	0	0
LINC01214	0	0	0	0	0	0
LINC01215	0	0	0	0	0	0
LINC01216	0	0	0	0	0	0
LINC01219	0	0	0	0	0	0
LINC01220	0	0	0	0	0	0
LINC01221	0	0	0	0	0	0
LINC01222	0	0	0	0	0	0
LINC01224	13	3	0	0	11	6
LINC01225	0	0	0	0	0	0
LINC01226	0	5	0	5	1	0
LINC01227	0	0	0	0	0	0
LINC01229	0	0	0	0	0	0
LINC01230	0	0	0	0	0	0
LINC01231	0	0	0	0	0	0
LINC01232	0	0	0	0	0	2
LINC01233	0	0	0	0	0	0
LINC01234	0	0	0	0	0	0
LINC01235	622	509	854	168	458	464
LINC01237	0	0	0	0	0	0
LINC01238	0	0	0	0	0	0
LINC01239	38	6	8	0	25	84
LINC01241	0	0	0	0	0	0
LINC01242	0	0	0	0	0	0
LINC01243	0	0	0	0	0	0
LINC01246	0	0	0	0	0	0
LINC01247	10	0	1	0	32	0
LINC01248	0	0	0	0	0	0
LINC01249	0	0	0	0	1	6
LINC01250	0	0	0	3	0	0
LINC01251	0	0	0	0	0	0
LINC01252	21	4	0	0	1	69
LINC01254	0	0	0	0	0	0
LINC01255	0	0	0	0	0	0
LINC01256	0	0	0	0	0	0
LINC01257	0	0	0	0	0	0
LINC01258	0	0	0	0	0	0
LINC01259	27	1	0	0	2	0
LINC01260	0	0	0	0	0	0
LINC01262	0	0	0	0	0	0
LINC01264	0	0	0	0	0	0
LINC01265	0	0	0	0	0	0
LINC01266	0	0	0	0	0	0
LINC01267	0	0	0	0	0	0
LINC01268	0	0	0	0	0	2
LINC01269	0	1	0	0	0	0
LINC01270	0	7	0	166	0	63
LINC01271	0	0	0	0	0	0
LINC01273	0	0	0	0	0	0
LINC01276	0	0	0	0	0	0
LINC01277	0	0	0	0	0	0
LINC01278	146	633	632	134	298	285
LINC01279	22	0	0	0	56	1
LINC01280	0	0	0	0	0	0
LINC01281	0	0	0	0	0	0
LINC01282	0	0	0	0	0	0
LINC01284	0	0	0	0	0	0
LINC01285	0	0	0	0	0	0
LINC01287	0	0	0	0	0	0
LINC01288	0	0	0	0	0	0
LINC01289	0	53	0	0	1	0
LINC01290	0	0	0	0	0	0
LINC01291	0	0	0	0	0	0
LINC01297	0	0	0	0	0	0
LINC01298	0	0	0	0	0	0
LINC01299	0	33	0	12	27	1
LINC01300	0	0	0	0	0	0
LINC01301	0	0	5	0	1	3
LINC01303	0	93	0	0	0	0
LINC01304	0	0	0	0	0	0
LINC01305	0	0	0	0	0	0
LINC01307	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0
LINC01310	0	0	0	0	0	0
LINC01311	0	0	0	0	0	0
LINC01312	0	0	0	0	3	0
LINC01315	1	0	2	0	0	0
LINC01317	405	1	1	0	38	4
LINC01318	0	0	0	0	0	0
LINC01320	0	0	0	0	0	0
LINC01322	0	0	0	0	0	0
LINC01324	0	0	0	0	0	0
LINC01327	0	0	0	0	0	4
LINC01331	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0
LINC01336	0	0	0	0	0	0
LINC01337	0	0	0	0	0	0
LINC01338	0	0	0	0	0	0
LINC01339	0	0	0	0	0	0
LINC01340	0	0	0	0	0	0
LINC01341	0	0	0	0	0	0
LINC01342	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0
LINC01344	0	0	0	0	0	0
LINC01345	0	0	0	0	0	0
LINC01346	0	0	0	0	0	0
LINC01347	4	2	25	0	87	41
LINC01348	0	0	0	0	0	0
LINC01349	0	0	0	0	0	0
LINC01350	0	0	0	0	0	0
LINC01351	0	0	0	0	0	0
LINC01352	0	0	0	0	0	0
LINC01353	0	89	112	0	0	68
LINC01354	0	0	0	0	5	0
LINC01355	0	0	0	0	0	0
LINC01356	342	154	158	202	151	254
LINC01358	0	0	0	0	0	0
LINC01359	0	0	0	0	0	0
LINC01360	0	0	0	0	1	0
LINC01361	0	0	0	0	0	0
LINC01362	0	0	0	0	0	0
LINC01363	0	0	0	0	0	0
LINC01364	0	0	0	0	0	0
LINC01365	0	0	0	0	0	0
LINC01366	0	0	0	0	0	0
LINC01370	0	0	0	0	0	0
LINC01372	0	0	0	0	1	0
LINC01374	0	0	86	0	0	8
LINC01375	0	0	0	0	0	0
LINC01376	0	0	0	0	0	0
LINC01377	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0
LINC01381	0	0	0	0	7	0
LINC01384	0	0	0	0	0	0
LINC01386	0	0	0	0	0	0
LINC01387	0	0	0	0	0	0
LINC01389	0	0	0	0	0	0
LINC01391	0	0	0	0	0	0
LINC01392	0	0	0	0	0	0
LINC01393	0	0	0	0	0	0
LINC01395	0	0	0	0	0	0
LINC01396	0	0	0	0	0	0
LINC01397	0	0	0	0	0	0
LINC01398	0	0	0	0	0	0
LINC01399	0	0	0	0	0	0
LINC01402	0	0	0	0	0	0
LINC01405	0	0	0	0	0	0
LINC01410	0	324	3	0	85	179
LINC01411	0	0	0	0	0	0
LINC01412	0	0	0	0	0	0
LINC01413	0	0	0	0	0	0
LINC01415	0	0	0	0	0	0
LINC01416	0	0	0	0	0	0
LINC01419	0	0	158	0	36	0
LINC01422	0	0	0	0	0	0
LINC01423	0	0	0	0	0	0
LINC01424	0	0	0	0	0	0
LINC01425	0	0	0	0	0	0
LINC01426	851	0	46	0	36	0
LINC01427	0	0	0	0	0	0
LINC01428	0	0	0	0	0	0
LINC01429	1	42	0	0	5	0
LINC01430	0	0	0	0	0	0
LINC01431	0	0	0	0	0	0
LINC01432	0	0	0	0	0	0
LINC01433	0	0	0	0	0	0
LINC01435	0	0	0	0	0	0
LINC01436	0	0	0	0	0	0
LINC01440	0	0	0	0	0	0
LINC01441	440	102	0	0	11	109
LINC01443	23	0	76	0	1	3
LINC01444	0	0	0	0	0	0
LINC01445	0	0	0	0	0	0
LINC01446	0	0	0	0	0	0
LINC01447	0	128	1	0	2	65
LINC01448	0	0	0	0	0	0
LINC01449	0	0	0	0	0	0
LINC01450	0	0	0	0	0	0
LINC01451	0	1	0	0	142	40
LINC01455	0	0	0	0	0	0
LINC01456	0	0	0	0	0	0
LINC01460	1	3	0	191	30	16
LINC01461	0	0	0	0	0	0
LINC01465	0	77	0	0	0	45
LINC01467	0	0	0	0	0	0
LINC01468	28	7	89	0	0	0
LINC01470	0	0	0	0	0	0
LINC01471	0	0	0	0	0	0
LINC01473	0	0	0	0	0	0
LINC01474	0	0	0	0	1	0
LINC01475	0	0	0	0	0	0
LINC01476	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0
LINC01479	0	0	0	0	0	0
LINC01480	11	1	1	0	1	62
LINC01481	0	0	0	0	132	75
LINC01482	282	19	28	1	3	43
LINC01483	0	0	0	0	0	0
LINC01484	0	4	0	0	6	0
LINC01485	0	0	0	0	0	0
LINC01486	1	0	1	0	0	0
LINC01487	0	0	0	0	0	0
LINC01488	0	0	0	0	0	0
LINC01489	0	0	0	0	0	0
LINC01490	0	0	0	0	0	0
LINC01491	0	0	0	0	0	0
LINC01492	11	1	43	1	53	12
LINC01493	0	0	0	0	0	0
LINC01494	0	0	0	0	0	0
LINC01495	0	0	0	0	0	0
LINC01496	0	21	0	0	0	0
LINC01497	0	0	0	0	0	0
LINC01498	0	0	0	0	0	0
LINC01499	0	0	0	0	0	0
LINC01500	0	0	45	0	0	0
LINC01501	1	0	0	0	0	0
LINC01502	1061	13	0	43	29	0
LINC01503	36	476	439	504	390	325
LINC01504	0	47	131	0	76	124
LINC01505	0	0	0	0	0	0
LINC01506	0	0	0	0	0	0
LINC01507	0	0	0	0	0	0
LINC01508	0	0	0	0	0	3
LINC01509	0	0	0	0	0	0
LINC01510	0	0	0	0	0	0
LINC01511	0	0	0	0	0	0
LINC01512	0	0	0	0	0	0
LINC01514	0	0	0	0	0	0
LINC01515	0	0	0	0	0	0
LINC01516	8	69	0	0	17	0
LINC01517	0	0	0	0	0	0
LINC01518	0	1	0	0	0	0
LINC01519	0	0	0	0	0	0
LINC01520	0	0	0	0	0	0
LINC01521	1	183	15	1	56	232
LINC01522	0	0	0	0	0	0
LINC01523	0	0	0	0	0	0
LINC01524	0	0	0	0	0	0
LINC01525	0	0	0	0	0	0
LINC01526	0	0	0	0	0	0
LINC01529	0	0	0	0	0	0
LINC01530	1780	105	2	0	170	135
LINC01531	29	4	2	111	11	33
LINC01532	0	0	0	0	0	0
LINC01533	0	0	0	0	0	0
LINC01534	0	75	0	0	48	66
LINC01535	0	0	0	0	0	0
LINC01537	44	92	150	0	106	84
LINC01538	0	0	0	0	0	0
LINC01539	0	0	0	0	0	0
LINC01541	0	0	0	0	0	0
LINC01543	0	0	0	0	0	0
LINC01544	4	0	0	0	3	0
LINC01545	2	0	0	0	0	0
LINC01546	0	0	67	0	0	0
LINC01547	1	0	7	0	107	70
LINC01548	0	0	0	0	0	0
LINC01549	2	0	0	0	0	1
LINC01550	165	0	2	0	30	81
LINC01551	178	0	30	0	132	31
LINC01553	0	0	0	0	0	0
LINC01554	2	0	1	0	2	2
LINC01555	0	0	0	0	0	0
LINC01556	0	0	0	0	0	0
LINC01558	2	1	0	0	8	5
LINC01559	0	2	0	0	0	0
LINC01560	94	0	124	1	57	44
LINC01561	0	0	0	0	0	0
LINC01562	18	6	2	1	51	99
LINC01563	0	0	0	0	0	0
LINC01564	0	0	0	0	63	0
LINC01565	0	1	0	0	1	0
LINC01566	0	0	0	0	23	0
LINC01567	6	49	4	0	8	4
LINC01568	0	0	0	0	0	0
LINC01569	0	3	4	0	29	6
LINC01570	0	0	0	0	0	0
LINC01571	0	0	0	0	0	0
LINC01572	0	0	0	0	0	0
LINC01574	0	0	0	0	0	0
LINC01578	576	1237	1791	1000	4601	2915
LINC01579	0	0	0	0	0	0
LINC01580	0	0	0	0	0	0
LINC01581	0	0	0	0	0	0
LINC01582	0	0	0	0	0	0
LINC01583	0	0	0	0	0	0
LINC01584	0	0	0	0	0	0
LINC01585	7	0	0	0	0	0
LINC01586	0	3	4	0	1	1
LINC01587	0	0	0	0	0	0
LINC01588	14	78	0	0	5	0
LINC01589	0	0	0	0	0	0
LINC01590	0	0	0	0	0	74
LINC01591	0	0	0	0	0	0
LINC01592	0	0	0	0	0	0
LINC01593	0	0	0	0	0	0
LINC01594	0	0	0	0	0	0
LINC01596	0	0	0	0	0	0
LINC01597	0	0	0	0	0	0
LINC01599	0	0	0	0	0	0
LINC01600	0	0	0	0	0	0
LINC01601	0	0	0	0	0	0
LINC01602	372	6	88	0	3	72
LINC01603	0	0	0	0	0	0
LINC01605	0	171	184	0	23	0
LINC01606	0	0	0	0	0	1
LINC01607	0	0	0	0	0	0
LINC01608	0	0	0	0	0	0
LINC01609	0	0	0	0	0	0
LINC01611	0	0	0	0	0	0
LINC01612	0	0	0	0	0	0
LINC01613	0	0	0	0	0	0
LINC01614	0	0	0	0	0	0
LINC01615	0	0	0	0	0	0
LINC01616	0	0	0	0	0	0
LINC01617	0	0	0	0	0	0
LINC01618	0	0	0	0	0	0
LINC01619	0	0	0	0	0	0
LINC01620	0	0	0	0	0	0
LINC01621	0	0	1	0	0	0
LINC01622	0	0	0	0	0	0
LINC01623	0	0	0	0	0	0
LINC01624	0	0	0	0	0	0
LINC01625	0	0	0	0	32	0
LINC01626	0	0	0	0	0	0
LINC01628	0	0	0	0	0	0
LINC01629	0	0	0	0	0	0
LINC01630	210	0	0	0	0	0
LINC01633	0	0	0	0	0	0
LINC01634	1	17	2	0	0	0
LINC01635	3	0	0	0	0	0
LINC01637	0	0	0	171	0	0
LINC01638	198	70	0	0	11	73
LINC01639	0	0	0	0	0	0
LINC01640	0	0	0	0	0	0
LINC01644	0	0	0	0	0	0
LINC01645	0	113	118	0	7	134
LINC01646	0	0	0	0	0	0
LINC01647	26	0	77	0	9	2
LINC01648	0	0	0	0	0	0
LINC01649	0	0	0	0	0	0
LINC01650	0	0	0	0	0	0
LINC01653	0	2	0	0	12	37
LINC01654	0	1	0	0	0	0
LINC01655	0	0	0	0	0	0
LINC01656	0	0	0	0	0	0
LINC01657	0	0	0	0	0	0
LINC01658	0	0	0	0	0	0
LINC01659	0	0	0	0	55	0
LINC01660	0	0	0	0	0	0
LINC01661	0	0	0	0	0	0
LINC01662	0	0	0	0	0	0
LINC01663	0	0	0	0	0	0
LINC01664	0	0	0	0	0	0
LINC01665	0	0	0	0	0	0
LINC01667	0	0	0	0	24	0
LINC01668	0	0	0	0	0	0
LINC01669	0	0	0	0	0	0
LINC01671	0	0	0	0	0	0
LINC01672	0	0	0	0	0	0
LINC01674	0	0	0	0	0	0
LINC01675	0	0	0	0	0	0
LINC01676	2	1	0	0	0	0
LINC01677	0	0	0	0	0	0
LINC01678	0	0	0	0	0	0
LINC01679	0	0	0	0	0	0
LINC01680	0	0	0	0	0	0
LINC01681	0	0	0	0	0	0
LINC01682	0	0	0	0	0	0
LINC01683	0	0	0	0	0	0
LINC01684	169	32	122	17	98	106
LINC01685	0	0	0	0	0	0
LINC01686	0	0	0	0	83	0
LINC01687	0	0	0	0	0	0
LINC01688	0	0	0	0	0	0
LINC01689	0	0	0	0	0	0
LINC01690	0	0	0	0	0	0
LINC01692	0	1	0	0	0	1
LINC01693	0	0	0	0	0	0
LINC01694	11	0	5	0	80	115
LINC01695	21	10	0	153	62	84
LINC01696	0	0	0	0	0	0
LINC01697	0	0	0	0	3	0
LINC01698	0	0	0	0	0	0
LINC01699	0	0	0	0	0	0
LINC01700	0	0	0	0	0	0
LINC01703	2	0	0	0	0	0
LINC01704	0	0	0	0	0	0
LINC01706	0	0	0	0	0	0
LINC01707	0	0	0	0	0	0
LINC01708	0	0	0	0	0	0
LINC01710	0	0	0	0	0	0
LINC01711	0	0	0	0	0	0
LINC01712	0	0	0	0	0	0
LINC01713	0	0	0	0	0	0
LINC01714	0	0	0	0	0	0
LINC01715	0	0	0	0	0	3
LINC01716	0	0	0	0	0	0
LINC01717	0	0	0	0	0	0
LINC01718	0	0	0	0	0	0
LINC01719	0	0	0	0	0	0
LINC01720	0	6	0	0	1	0
LINC01721	0	0	0	0	0	0
LINC01722	0	18	1	0	0	0
LINC01723	0	0	0	0	0	0
LINC01724	0	0	0	0	0	0
LINC01725	18	0	0	0	2	0
LINC01726	0	0	0	0	2	2
LINC01727	0	1	0	0	0	0
LINC01728	0	0	0	0	0	0
LINC01729	0	0	0	0	0	0
LINC01730	0	0	0	0	39	0
LINC01732	0	0	0	0	0	0
LINC01733	140	1	0	0	0	0
LINC01734	0	0	0	0	0	0
LINC01736	0	0	0	0	0	0
LINC01737	0	0	0	0	0	0
LINC01739	0	0	0	0	0	0
LINC01740	0	0	0	0	0	0
LINC01741	0	0	0	0	0	0
LINC01742	0	0	0	0	0	0
LINC01743	0	0	0	0	0	0
LINC01744	1	0	0	6	1	0
LINC01745	0	0	0	0	0	0
LINC01747	0	0	0	0	0	0
LINC01748	0	0	0	0	0	0
LINC01749	0	0	0	0	0	0
LINC01750	0	9	0	0	0	0
LINC01751	0	0	0	0	0	0
LINC01752	0	0	0	0	0	0
LINC01753	0	0	0	0	0	0
LINC01754	101	38	26	2	3	1
LINC01755	0	0	0	0	0	0
LINC01756	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0
LINC01758	0	0	0	0	0	0
LINC01759	0	0	0	0	0	0
LINC01760	0	0	0	0	0	0
LINC01761	0	194	106	114	107	4
LINC01762	0	0	0	0	0	0
LINC01763	0	0	0	0	0	0
LINC01766	0	0	0	0	0	0
LINC01767	0	0	0	0	0	0
LINC01770	0	0	0	0	0	0
LINC01771	0	1	0	0	0	0
LINC01772	8	0	1	200	0	68
LINC01774	0	0	0	0	0	0
LINC01775	0	0	0	0	0	0
LINC01776	0	10	64	8	8	14
LINC01777	0	0	0	0	0	0
LINC01778	0	0	0	0	0	0
LINC01780	2	2	0	0	0	0
LINC01781	0	0	0	0	0	0
LINC01782	1	0	0	0	0	4
LINC01783	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0
LINC01785	0	0	0	0	0	0
LINC01787	0	2	0	0	1	0
LINC01788	0	0	0	0	0	0
LINC01790	0	0	0	0	0	0
LINC01791	0	0	0	0	0	0
LINC01792	0	0	0	0	0	0
LINC01793	0	0	0	0	0	0
LINC01795	0	2	0	0	0	28
LINC01796	0	0	0	0	0	0
LINC01797	0	0	0	0	0	0
LINC01798	0	0	0	0	0	0
LINC01799	0	0	0	0	0	0
LINC01800	0	0	0	0	0	0
LINC01801	0	0	0	0	0	0
LINC01802	0	0	0	0	0	0
LINC01803	0	0	0	0	0	0
LINC01804	0	0	0	0	0	0
LINC01805	0	0	0	0	0	0
LINC01806	0	0	133	0	106	0
LINC01807	0	0	0	0	0	0
LINC01809	0	0	0	0	0	0
LINC01810	0	0	0	0	0	0
LINC01812	0	0	0	0	0	0
LINC01813	0	0	0	0	0	0
LINC01814	6	185	31	240	64	59
LINC01815	0	0	0	0	0	0
LINC01816	0	0	0	0	0	119
LINC01817	0	0	0	0	0	0
LINC01819	0	3	0	0	2	0
LINC01820	0	0	0	0	0	0
LINC01821	0	0	0	0	0	0
LINC01822	0	0	0	0	0	0
LINC01826	0	0	0	0	0	0
LINC01828	0	0	0	0	0	0
LINC01829	0	0	0	0	0	0
LINC01831	0	0	0	0	0	0
LINC01832	0	0	0	0	0	0
LINC01833	0	0	0	0	0	0
LINC01835	0	0	0	0	0	0
LINC01838	0	0	0	0	0	0
LINC01840	176	38	77	3	91	131
LINC01841	0	0	0	0	0	0
LINC01842	0	0	0	0	0	0
LINC01843	0	0	0	0	1	2
LINC01844	0	0	0	0	0	0
LINC01845	0	0	0	0	2	1
LINC01846	0	0	0	0	0	0
LINC01847	0	0	0	0	0	0
LINC01848	0	0	0	0	0	0
LINC01849	0	0	0	0	0	0
LINC01851	0	0	0	0	0	0
LINC01852	0	55	253	435	173	443
LINC01854	0	0	0	0	0	0
LINC01855	0	0	0	0	0	0
LINC01856	96	0	2	2	1	27
LINC01857	226	253	197	144	151	117
LINC01858	6	11	0	0	68	0
LINC01859	0	0	0	0	0	0
LINC01861	0	0	0	0	0	0
LINC01864	0	0	0	0	1	0
LINC01865	0	0	0	0	28	18
LINC01867	0	0	0	0	0	0
LINC01869	0	0	0	0	0	0
LINC01872	0	0	0	0	0	0
LINC01873	7082	598	429	249	518	610
LINC01874	0	0	0	0	0	0
LINC01875	0	0	0	0	0	0
LINC01876	0	0	0	0	0	0
LINC01877	0	0	4	0	0	0
LINC01878	0	0	0	0	0	0
LINC01879	10	0	0	0	0	8
LINC01880	0	0	0	0	0	0
LINC01881	4	0	77	0	33	62
LINC01882	0	0	0	0	0	0
LINC01883	0	0	0	0	0	0
LINC01884	0	0	0	0	0	0
LINC01886	0	0	0	0	1	2
LINC01887	3	0	0	1	12	3
LINC01891	0	0	0	0	0	0
LINC01892	0	0	0	0	0	0
LINC01893	0	0	0	0	0	0
LINC01894	0	0	0	0	0	0
LINC01895	0	0	0	0	0	0
LINC01898	0	0	0	0	0	0
LINC01899	0	0	0	0	0	0
LINC01902	105	66	5	1	11	27
LINC01903	0	116	8	2	3	16
LINC01904	0	0	0	0	0	0
LINC01905	0	0	0	0	0	0
LINC01907	448	9	17	229	26	55
LINC01909	0	0	0	0	0	86
LINC01910	4	1	0	0	0	0
LINC01913	0	0	0	0	0	0
LINC01914	0	0	0	0	0	0
LINC01915	0	0	0	0	0	0
LINC01917	0	0	0	0	0	0
LINC01918	0	0	0	0	0	0
LINC01919	0	0	0	0	0	0
LINC01920	0	0	0	0	0	0
LINC01921	0	0	0	0	0	0
LINC01922	2	0	0	0	0	0
LINC01923	5	0	0	2	5	2
LINC01924	4	0	0	0	0	0
LINC01925	0	0	0	0	0	0
LINC01926	0	0	0	0	0	0
LINC01927	0	0	0	0	11	0
LINC01928	0	0	0	0	0	0
LINC01929	0	0	0	0	0	0
LINC01930	0	0	0	0	0	0
LINC01931	0	0	0	0	0	0
LINC01932	0	0	0	0	0	0
LINC01933	0	0	0	0	0	0
LINC01934	0	0	1	0	0	0
LINC01935	0	0	0	0	0	0
LINC01936	0	0	0	0	0	0
LINC01939	0	0	0	0	0	1
LINC01940	0	6	2	0	0	0
LINC01941	0	0	0	0	0	0
LINC01942	0	0	0	0	0	0
LINC01944	0	0	0	0	0	0
LINC01945	0	0	0	0	0	0
LINC01946	0	0	0	0	0	0
LINC01947	0	0	2	0	0	0
LINC01948	0	0	0	0	0	0
LINC01949	52	222	17	7	66	55
LINC01950	0	0	0	0	0	0
LINC01951	0	0	0	0	2	3
LINC01953	0	0	0	0	0	0
LINC01954	0	0	117	0	0	94
LINC01957	0	0	0	0	0	0
LINC01959	0	0	0	0	0	0
LINC01960	0	0	0	0	43	0
LINC01962	0	0	0	0	0	0
LINC01963	321	931	554	0	408	228
LINC01964	0	0	0	0	0	0
LINC01968	0	0	0	0	0	0
LINC01969	0	0	0	0	0	0
LINC01970	56	105	137	73	6	79
LINC01972	0	1	6	27	2	1
LINC01973	31	0	21	0	0	1
LINC01975	0	1	0	2	0	0
LINC01976	0	0	0	0	0	0
LINC01977	0	0	0	0	0	0
LINC01978	159	61	1	18	127	40
LINC01979	0	33	0	0	0	0
LINC01980	0	0	0	0	0	0
LINC01981	0	0	0	0	0	0
LINC01982	0	0	0	0	0	0
LINC01983	0	0	0	0	0	0
LINC01985	0	0	0	0	0	0
LINC01986	0	0	0	0	0	0
LINC01987	0	0	0	0	0	0
LINC01988	0	0	0	0	0	0
LINC01989	0	0	0	0	0	0
LINC01990	0	0	0	0	0	0
LINC01991	4	0	1	0	8	0
LINC01992	0	0	0	0	0	0
LINC01993	412	1	8	1	2	6
LINC01994	0	0	0	0	0	0
LINC01995	0	0	0	0	0	0
LINC01996	6	0	0	5	9	1
LINC01999	0	0	0	0	0	0
LINC02000	0	0	0	0	0	0
LINC02001	4	119	267	148	452	290
LINC02003	0	0	0	0	0	0
LINC02004	0	0	0	0	0	0
LINC02005	0	0	0	0	0	0
LINC02006	2	0	0	0	0	0
LINC02008	1	0	1	0	0	33
LINC02009	0	0	0	0	0	0
LINC02010	0	0	0	0	0	0
LINC02011	0	0	0	0	0	0
LINC02012	27	86	0	0	64	34
LINC02014	0	0	0	0	0	1
LINC02015	0	0	0	0	0	0
LINC02016	145	42	0	0	21	1
LINC02017	0	0	0	0	0	0
LINC02018	0	0	0	0	1	0
LINC02020	0	0	0	0	0	0
LINC02021	1	0	1	0	0	0
LINC02022	0	0	0	0	0	0
LINC02024	0	0	0	0	0	0
LINC02025	0	0	0	0	0	0
LINC02026	0	0	0	0	0	0
LINC02027	0	0	0	0	0	0
LINC02028	0	0	0	0	0	0
LINC02029	0	0	0	0	0	0
LINC02032	0	0	0	0	0	0
LINC02033	0	0	0	0	0	0
LINC02035	189	398	532	232	485	233
LINC02036	0	0	0	0	0	0
LINC02037	0	1	0	1	0	0
LINC02038	0	0	0	0	0	0
LINC02039	0	0	0	0	0	0
LINC02041	0	0	0	0	0	0
LINC02042	1	42	0	0	1	1
LINC02043	600	718	669	483	931	1241
LINC02044	0	0	0	0	0	59
LINC02046	0	0	0	0	0	0
LINC02049	0	0	0	0	0	0
LINC02050	0	0	0	0	0	0
LINC02052	0	0	0	0	0	0
LINC02053	0	0	0	0	0	0
LINC02054	0	0	0	0	0	0
LINC02055	0	0	0	0	0	0
LINC02056	0	0	0	0	0	0
LINC02057	0	0	3	0	0	0
LINC02059	0	0	0	0	0	0
LINC02060	0	0	10	0	0	0
LINC02062	0	0	4	0	0	0
LINC02064	0	0	0	0	0	0
LINC02065	0	0	0	0	0	0
LINC02067	0	0	0	0	0	0
LINC02068	0	0	0	0	0	0
LINC02069	0	0	1	1	23	0
LINC02070	0	0	0	0	0	0
LINC02071	13	1	0	1	15	0
LINC02072	545	0	2	24	100	172
LINC02073	4	77	9	5	51	19
LINC02075	0	0	0	0	0	0
