gene_id	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep1	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep2	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep3	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_1	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_2	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_3
LOC704345	0	0	0	0	0	0
LOC704347	0	77.65	0	1.05	0	1.18
LOC704365	152.55	99.64	61.29	0	175.91	25.23
LOC704388	0	0	0	0	0	0
LOC704393	44.96	3.06	0	0	0	2.94
LOC704394	1331.64	1957.35	1204.66	1319.33	1137.28	1378.65
LOC704396	0	0	1	0	0	0
LOC704430	0	0	0	0	0	0
LOC704440	43.8	190.39	10.92	1.68	31.65	5.37
LOC704445	0	0	0	0	0	0
LOC704463	0	0	0	0	0	0
LOC704495	0	0	0	0	0	0
LOC704498	0	0	0	0	0	0
LOC704501	0	0	0	0	0	0
LOC704505	0	0	0	0	0	0
LOC704510	0	0	0	0	0	0
LOC704511	0	22.61	13.74	8.87	0.34	4.7
LOC704512	214	316.03	499.93	755.9	382	450
LOC704516	0	0	9	2	9	1
LOC704549	0	2	0	0	0	0
LOC704575	0	0	0	0	1	0
LOC704588	0	0	13.13	0	3.54	0
LOC704590	0.96	0	2.02	0	0	0
LOC704601	0	0	0	0	0	0
LOC704609	0	0	0	0	0	0
LOC704613	0	0	0	0	0	0
LOC704619	0	0	0	0	0	0
LOC704623	9.18	54.73	45.07	19.33	30.6	45.1
LOC704637	45.85	67.55	122.48	151.31	95.62	98.29
LOC704640	644.42	908.34	372.41	395.44	313.72	248.06
LOC704641	0	0	0	0	0	0
LOC704658	0.41	5.42	4.24	25.8	27.04	33
LOC704659	0	0	0	0	0	0
LOC704664	12.82	0	5.18	22.87	7	4
LOC704674	0	0	0	0	0	0
LOC704680	0	0	0	0	0	0
LOC704697	0	0.97	0	0	0	0
LOC704705	17	56.38	6.15	5.04	15.51	11.73
LOC704722	17	0	1	13	8	0
LOC704728	0	0	0	0	0	0
LOC704750	0	0	0	0	0	0
LOC704780	6.92	5.94	8.6	8.11	15.03	18.81
LOC704783	8.95	13.11	19.81	845.4	544.33	512.72
LOC704787	0	0	0	0	0	0
LOC704796	7	0	11.23	1.09	0	1.43
LOC704815	0	0	0	11	0	0
LOC704833	0	0	0	0	0	0
LOC704845	17	0	2	0	13	4
LOC704854	0	0	9.52	0	3.25	0
LOC704917	42.51	60.37	79.81	72.21	82.73	43.59
LOC704923	1848	2542	3770.01	6223.33	3761.16	5066.29
LOC704929	0	0	0	0	0	0
LOC704931	29.63	7.36	0	0	0	0
LOC704937	0	0	0.6	0	0.8	0
LOC704947	0	0	0	0	0	0
LOC704951	0	0	0	0	0	6.96
LOC704952	0	0	0	0	0	0
LOC704978	38	79	55	13	21	43
LOC704989	0	0	0	0	0	0
LOC704994	0	0	0	7	10	0
LOC704999	152	296.34	387.05	449.01	360	384
LOC705001	0	0	0	0	0	0
LOC705004	0	0	0	0	0	0
LOC705030	19	57	41	107	97	107
LOC705034	0	0	0	0	0	0
LOC705049	0	23.87	7.36	16.58	11.97	26
LOC705052	1.01	0	5.69	0	1.32	0
LOC705057	262	523	441	640.26	386	578.37
LOC705066	9.74	3.13	0	0	0	0
LOC705067	0	0	0	0	0	0
LOC705095	0	0	0	0	0	0
LOC705105	0	0	0	0	0	0
LOC705133	0	0	0	0	0	0
LOC705142	0	0	0	0	0	0
LOC705162	0	0	2	0	0	0
LOC705164	0	0	0	0	0	0
LOC705165	60.74	5.46	0	4.76	0	0
LOC705174	0	5.05	1.01	0	0	0
LOC705178	252.62	325.49	252.86	254.1	247.51	238.34
LOC705183	0	0	0	0	0	0
LOC705196	0	0	0	0	0	0
LOC705220	10.94	1.96	0	0	0	7.96
LOC705226	55.83	69.74	29.1	41.01	64.37	23.68
LOC705244	54	175	77	94	68	44
LOC705256	0	0	0	0	0	0
LOC705273	0	0	0	0	0	0
LOC705279	0	0	0	0	0	0
LOC705299	0	0	0	0	0	0
LOC705304	0	0	5.83	0	3.74	0
LOC705310	1.81	0	0	0	0	0
LOC705325	0	0	0	0	0	0
LOC705327	0	0	2.42	4.84	0	0
LOC705328	0	0	0	0	0	0
LOC705354	0	50	70	8	16	4
LOC705382	0	0	0	0	0	0
LOC705393	0	0	0	0	0	0
LOC705400	0	1.47	0	1.29	0	0
LOC705401	0	0	0	0	0	0
LOC705407	0	0	0	0	0	0
LOC705417	0	0	6.87	0	0	4.9
LOC705449	0	0	0	0	0	1
LOC705469	3.49	43.59	11.24	19.25	7.82	20.61
LOC705472	31.97	37.6	89.69	74.31	51.44	91.07
LOC705476	0	1	0	1.02	0	0
LOC705493	241.55	293.72	218.41	785.12	364.55	449.44
LOC705494	0	0	0	0	0	0
LOC705506	0	0	0	0	0	0
LOC705507	0	0	0	0	0	0
LOC705514	0	0	0	0	0	0
LOC705516	0	0	3	0	9	0
LOC705521	0	0	0	0	0	0
LOC705526	0	0	0	0	0	0
LOC705529	0	0	0	0	0	0
LOC705535	0	0	0	0	0	0
LOC705537	0	0	0	0	0	0
LOC705546	143	122	202	283	248	322.63
LOC705588	1	2	0	0	0	2
LOC705596	0	0	0	0	0	0
LOC705607	123.13	308	197.01	194	167.02	172
LOC705611	130	187.76	76.47	67	79	97
LOC705616	0	0	0	0	0	0
LOC705617	0	0	0	0	0	0
LOC705621	15.11	76.44	10.14	25.09	0	42.31
LOC705624	111	197	304	668	450	555
LOC705636	839	1214.04	838	1255.42	865	1070.92
LOC705646	143	75	317	427	285	254
LOC705658	0	0	5.13	1.06	1.02	5.72
LOC705671	59.09	104.74	28.31	2.33	21.97	13.57
LOC705677	0	0.85	0	0	0	4.47
LOC705681	0	0	0	0	0	0
LOC705682	0	0	7.55	52.69	21.34	52.94
LOC705696	1525.89	2987.63	2557.71	3966.45	2484.4	3301.6
LOC705702	0	0	1	0	0	0
LOC705704	0	0	0	0	0	0
LOC705709	2.57	4.79	0	0	0	0
LOC705734	2	2.24	2.54	0	0	0
LOC705741	0	0	0	0	0	0
LOC705745	0	0	0	0	0	0
LOC705753	0	0	2	0	0	0
LOC705754	0	0	0	0	0	0
LOC705762	0	0	0	0	0	0
LOC705797	72.63	44.56	36.11	64.36	6.17	12.32
LOC705826	0	0	0	0	0	0
LOC705840	43.1	13.46	0	0	0	0
LOC705843	0	0	0	0	0	0
LOC705860	0	0	0	0	0	0
LOC705867	0	0	0	0	0	0
LOC705872	0	0	0	0	0	0
LOC705884	38	3	104	12	4	17
LOC705885	0	0	10	9	0	0
LOC705898	0	0	0	0	0	0
LOC705904	0	0	0	0	5.04	1.02
LOC705919	3.51	39.66	2.54	1.2	0	10.63
LOC705933	4.94	0	0	0	0	0
LOC705939	0	0	0	0	0	0
LOC705946	0	0	0	0	0	0
LOC705962	17.49	0	2.69	1.62	5.41	0.05
LOC705979	19.57	6.64	0	0	0	2.12
LOC705988	0	0	0	0	0	1.01
LOC705992	0	1.09	0	0	0	0
LOC705993	0	0	0	0	0	0
LOC705996	0	3.79	4.29	2.15	0	9.58
LOC706001	0	0	0	0	0	0
LOC706029	0	0	0	0	0	0
LOC706030	0	0	7	0	8	0
LOC706031	0	1.01	0	0	0	0
LOC706043	0	0	0	0	0	0
LOC706082	0	0	4.67	0	3.53	0
LOC706087	0	0	0	0	0	0
LOC706098	49.54	39.74	61.82	82.06	32.83	34.26
LOC706103	0	0	0	0	0	0
LOC706108	3184.53	6696.07	2136.47	2704.26	2052.27	2630.8
LOC706114	15	0	42	123	68	35
LOC706117	0	1.97	0	0	0	0
LOC706126	134.41	106.4	162.9	37.52	18.6	11.38
LOC706140	0	0	0	0	0	0
LOC706151	0	1.11	0	0	0	3
LOC706167	13	52	57	66	48	93
LOC706173	0	0	0	0	0	0
LOC706177	0	0	0	0	0	0
LOC706181	0	0	0	0	0	0
LOC706187	0	2.2	8.12	97.89	59.85	54.71
LOC706188	41	44.1	165	73	76.08	43
LOC706213	0	0	0	0	0	0
LOC706216	16	8.01	26.57	44.56	27	19
LOC706218	0	0	0	0	0	0
LOC706219	0	0	0	0	0	0
LOC706220	0	0	0	0	0	1
LOC706227	0	0	0	0	0	0
LOC706232	0	0	0	0	0	0
LOC706233	0	0	0	0	0	0
LOC706246	40.93	107.36	37.25	63.87	133.77	24.85
LOC706270	0	0	25	51	123.93	15.32
LOC706274	0	0	0	0	0	0
LOC706282	0	0	0	0	0	0
LOC706293	0	0	0	0	0	21.88
LOC706307	0	0	0	0	0	0
LOC706319	144.71	413.2	144.36	355	186.11	285.47
LOC706331	0	0	1	0	0	0.55
LOC706340	128.73	563.71	255	229.98	155.94	110.9
LOC706349	111	71	173	217	194	190
LOC706356	0	0	0	0	0	0
LOC706359	0	0	0	0	0	0
LOC706366	0	0	0	0	1.07	0
LOC706375	0	0	0	0	0	0
LOC706379	65	82.76	83	202	193	99
LOC706390	0	0	0	0	0	0
LOC706406	0	0	0	0	0	0
LOC706418	0	0	0	0	0	0
LOC706438	0	0	0	0	0	0
LOC706439	0	0	0	0	0	0
LOC706443	0	0	0	0	0	0
LOC706446	34	67	38	36	50	27
LOC706448	0	0	0	0	0	0
LOC706478	0	0	0	0	0	0
LOC706480	1440	2234.12	2606.24	5377.06	2436.62	2295.12
LOC706488	0	2.44	0	0	0	0
LOC706492	0	0	0	0	0	0
LOC706496	370.49	436.69	305.59	458.91	170.06	286.06
LOC706505	0	0	0	0	0	0
LOC706511	1.01	1.06	0	1.01	0	0
LOC706526	0	1.18	0	0	0	0
LOC706528	0	0	1.1	1.81	0	13.94
LOC706532	0	0	0	0	0	0
LOC706567	0	5	0	0	0	0
LOC706570	761.67	1122.02	1507.12	355.62	126.15	152
LOC706575	0	0	0	0	0	0
LOC706584	0	0	0	0	0	0
LOC706589	0	1.01	0	0	0	0.95
LOC706599	0	0.38	0	0	0	0
LOC706606	2926.54	5816.19	2479.4	2486.95	1665.52	2042.02
LOC706608	0	0	4.23	0	0	0
LOC706619	77.01	62	215.11	410.97	346.48	332.48
LOC706629	0	1	13	20	31	35
LOC706634	0	57.7	18.53	33.27	21.03	58.59
LOC706646	0	0	0	0	0	0
LOC706647	43	30	57.27	22	50	20
LOC706648	29.66	12.77	39.59	45.63	19.38	45.88
LOC706657	0	0	0.95	0	0	0
LOC706668	0	0	0	0	0	0
LOC706675	0	0	0	0	0	0
LOC706691	0	0	0	0	0	0
LOC706710	200	295.37	151.92	246.19	141.34	164.85
LOC706711	25.11	47.65	13.73	39.36	41.92	69.8
LOC706712	0	0	0	0	0	0
LOC706715	0	0	0	0	0	0
LOC706718	9.35	6.35	0	0	46.86	0
LOC706727	130	102.45	285	222	189	198
LOC706734	0	0	0	0	0	0
LOC706774	0	0	1.18	0	0	0
LOC706776	0	1.01	1.81	6.59	0	0
LOC706793	0	0	0	0	0	0
LOC706794	0	0	0	0	0	0
LOC706798	0	0	0	0	0	0
LOC706800	0	4.37	0.27	0	0	0
LOC706801	0	0	0	0	0	0
LOC706802	0	0	2.69	10.03	0	0
LOC706808	0	0	0	0	0	0
LOC706815	1.01	0	0	0	0	0
LOC706824	0	0	0	0	0	0
LOC706862	0	0	0	0	0	0
LOC706880	0	0	0	0	0	0
LOC706882	0	0	0	0	0	0
LOC706910	0	0	0	0	0	0
LOC706930	75	59	226	114	87	69
LOC706952	0	3.26	0	0	1.55	0
LOC706956	0	0	0	0	0	0
LOC706958	5.8	74.87	0	0	8.57	5.65
LOC706960	0	1.89	0	0	0	0
LOC706970	0	0	0	0	0	0
LOC706971	0	0	0	0	0	0
LOC706976	0	0	0	0	0	0
LOC706992	0	0	0	0	0	0
LOC707004	0	0	0	0	0	0
LOC707011	0	0	0	0	0	0
LOC707040	131.05	0	0	0	298.87	0
LOC707041	39.59	42.46	13.63	32.65	92.8	66.01
LOC707072	0	0	0	0	0	0
LOC707079	0	0	0	0	0	0
LOC707085	0	0	0	0	0	0
LOC707089	0	0	0	0	0	0
LOC707090	0	4.62	0	0.96	0	0
LOC707094	0	0	0	0	0	0
LOC707106	9.61	0	0.6	6.6	0	32.01
LOC707109	0	0	0	0	0	0
LOC707114	0	0	0	0	0	0
LOC707117	0	0	0.99	0	0	0
LOC707129	0	7.15	1	158.13	94.62	188.33
LOC707144	0	0	10.02	0	0	0
LOC707147	22	78	16	33	12	0
LOC707174	0	0	0	0	0	0
LOC707182	38.72	14.01	0	1.34	0	0
LOC707197	0	34.41	6.89	0	0	4.01
LOC707203	8.24	3.02	0.3	0	1.17	0.13
LOC707204	0	0	0	0	0	0
LOC707227	373	310.88	396	217	231	228
LOC707230	0	0	0	0	0	0
LOC707238	0	0	0	7.47	3.48	0
LOC707249	0	0	4.19	0	0	0
LOC707261	51.14	192.35	1.39	0	0	0
LOC707275	8.72	22.8	47.31	65.05	56.29	30.97
LOC707276	36.22	47.69	30.87	80.39	32.67	41.07
LOC707282	0	0	0	0	0	0
LOC707287	26	5	31	0	4	4
LOC707292	0	0	0	0	0	0
LOC707294	0	0	0	0	0	0
LOC707298	0	0	0	0	0	0
LOC707318	0	0	0	0	0	0
LOC707320	0	0	0	0	0	0
LOC707322	0	0	0	0	0	0
LOC707333	0	0	0	0	0	0
LOC707342	32.12	51.25	19.54	4.28	5.81	12.85
LOC707347	9.92	1.07	11.77	2.45	20.1	1.87
LOC707358	176.69	286.48	111.03	52.21	35.32	46.84
LOC707360	0	0	0	0	0	0
LOC707365	0	0	0	0	0	0
LOC707369	606.28	0	420.15	183.61	346.04	131.7
LOC707371	3	0	4	1	6	2
LOC707382	1.12	0	20.08	126.54	51.25	74.64
LOC707383	0	35	19	107	48	79
LOC707393	0	0	0	0	0	0
LOC707398	0	0	0	0	0	0
LOC707412	0	0	0	0	0	0
LOC707414	6.18	1.85	0	0	10.94	0
LOC707429	0	0	0	0	0	0
LOC707437	0	0	0	0	0	1.06
LOC707459	0	2	15	17	7	13
LOC707468	0	0	0	0	0	1
LOC707476	35.39	113.3	20.45	63.84	25.96	16.12
LOC707477	0	0	0	0	0	0
LOC707493	48.58	86.46	83.62	37.54	59.64	63.96
LOC707501	0	0	0	0	0	0
LOC707503	0	0	0.36	0	0	0
LOC707518	0	0	0	0	0	0
LOC707533	0	0	0	0	0	0
LOC707549	0	0	13.39	2.29	0	10.57
LOC707552	0	0	0	0	0	0
LOC707555	0	0	10	13	0	3
LOC707563	0	6	0	0	0	0
LOC707602	0	0	0	0	0	0
LOC707611	0	0	0	0	0	0
LOC707620	0	0	0	0	0	0
LOC707631	0	0	0	1	0	0
LOC707638	29	11	39	3	3	0
LOC707644	0	0	0	0	0	0
LOC707684	0	44.3	22.9	3.3	0	9.47
LOC707687	7	0	3	0	0	0
LOC707691	0	0	0	0	0	0
LOC707695	160	261	633	36	41	26
LOC707727	0	0	0	0	0	0
LOC707755	0	0	0	0	0	0
LOC707790	0	0	0	0	0	0
LOC707803	0	0	0	0	0	0
LOC707807	0	1.19	17.5	1.22	1	5
LOC707814	0	0	0	0	0	0
LOC707819	9	0	1	0	4	6
LOC707834	10.04	27.51	2.07	0	0	0
LOC707841	0	0	0	0	0	0
LOC707847	0	0	0	0	0	0
LOC707861	0	0	0	0	0	0
LOC707869	2.75	21.55	11	42.65	22.65	23.37
LOC707877	0	0	0	0	0	0
LOC707924	168.47	461.5	412.34	467.97	297.66	325.42
LOC707935	0	0	0	0	0	0
LOC707938	0	0	0	0	0	0
LOC707944	0	0	0	0	0	0
LOC707949	0	0	0	0	0	0
LOC707954	0	0	0	0	0	0
LOC707966	4	7	14	401.62	286	330.93
LOC708012	0	0	0	0	0	0
LOC708035	0	0	0	0	0	0
LOC708042	0	0	0	0	0	0
LOC708045	0	0	0	0	0	0
LOC708049	0	0	0	0	0	0
LOC708050	0	0	0	0	0	0
LOC708053	0	0	16.91	0	0	0
LOC708065	0	0	0	2	13	13
LOC708067	0	42	2	7	8	4
LOC708069	0	0	2	10	6	6
LOC708070	0	0	0	0	0	0
LOC708073	1	3	0	0	0	3
LOC708074	0	0	0	0	0	0
LOC708079	0	0	0	0	0	0
LOC708085	0	0	0	0	0	0
LOC708095	8.56	2.06	0	0	0	0
LOC708096	2552.65	3889.27	3821	3775.27	3259.32	3297.69
LOC708118	0	1.65	0	0	0	0
LOC708140	39.3	0	0	0	0	0
LOC708144	0	0	0	0	0	0
LOC708147	1.17	1.15	3.53	0	0	0
LOC708150	0	0	0	0	0	0
LOC708154	92.45	154.1	48.89	42.98	24.42	61.84
LOC708155	7.25	74.19	62.91	57	41.27	11.9
LOC708159	15.93	8.01	4.2	6.41	11.01	3.06
LOC708161	0	0	0	0	1	0
LOC708174	3918.28	9926.89	2392.8	2838.56	2604.86	2842.34
LOC708176	0	0	0	27	6	21
LOC708221	0	0	0	0	0	0
LOC708240	0	0	0	3.13	2.1	0
LOC708250	0	0	0	0	0	0
LOC708254	0	1.93	20.25	17.99	1.54	0
LOC708262	0	0	0	0	0	0
LOC708285	0	0	0	0	0	0
LOC708314	0	2	0	7	6	9
LOC708317	0	0	0	0	0	0
LOC708343	0	0	0	0	0	0
LOC708353	0	0	0	0	0	0
LOC708371	34	68	59	69	78	87
LOC708375	0	0.86	0	0	0.38	3.79
LOC708398	30.6	88.08	103.33	63.92	31.64	61.91
LOC708405	0	0	0	0	0	0
LOC708409	0	0	0	0	8	0
LOC708415	1412.07	2329.95	1295.03	839.32	610.45	844.81
LOC708440	0	0	0	0	0	0
LOC708442	70.47	0	0	0	0	0
LOC708443	3198.33	6651.36	5645.48	8645.52	4165.49	6475.79
LOC708448	0	0	0	0	0	0
LOC708460	0	0	0	0	0	0
LOC708467	170.96	200.37	144.33	282.01	113.68	210.51
LOC708492	3.81	0	0	0	1.61	0
LOC708538	0.51	0	11.65	3.14	0	3.02
LOC708539	0	0.86	0	0	0	0
LOC708551	0	0	0	0	0	0
LOC708552	42.91	26	20	14	27	10
LOC708562	0	0	0	0	0	0
LOC708585	0	0	2	0	0	6
LOC708597	0	1.29	0	0	0	0
LOC708603	8.95	1.25	0	1.6	0	0
LOC708622	0	0	0	0	0	0
LOC708625	5.54	0	0	0	0	0
LOC708629	0	0	1	3	0	10
LOC708643	0	0	0	0	0	0
LOC708644	0	4.31	2.33	0	0	0
LOC708648	0	0	0.99	0	0	0
LOC708657	0	0	0	0	0	0
LOC708659	37.17	3.87	23.76	17.13	12.91	34.48
LOC708660	17	5	10	0	5	3
LOC708663	0	0	0	0	0	0
LOC708673	0	0	0	0	0	0
LOC708675	2.63	18.94	18.64	7.57	1.96	8.81
LOC708686	0	0	10	0	0	2
LOC708724	0	0	0	0	0	0
LOC708748	0	0	0	0	0	0
LOC708759	10.12	24.77	21.49	55.15	36.59	41.96
LOC708782	0	0	0	0	0	0
LOC708791	0	0	1.04	0	0	0
LOC708800	0	4.08	0	8.05	1	0
LOC708815	0	0	4.14	0	0	0
LOC708833	0	0	0	0	0	0
LOC708847	0	0	0	0	0	0
LOC708850	0	0	0	0	0	0
LOC708857	0	0	0	0	0	0
LOC708862	0	0	0	0	0	0
LOC708864	0	0	0	0	0	0
LOC708874	0	0	0	0	0	0
LOC708878	0	0	0	0	0	0
LOC708899	828.82	1386.45	745	1076.43	510.78	580.74
LOC708923	0	0	0	0	0	0
LOC708928	0	0	0	0	0	0
LOC708945	0	2.4	0	1.12	5.57	0
LOC708964	44	114	101	223	113	169
LOC708967	0	41.47	21.38	272	113.03	156.57
LOC708975	73	65	100.03	279	150	177
LOC708980	0	1	0	0	0	0
LOC708981	27	21	80	153	95	123
LOC708982	74	106	76	96	105	144
LOC708985	12.04	19.67	37.07	99.46	64.47	99.55
LOC708989	0	0	0	0	0	0
LOC708994	0	2.11	5.15	18.44	0	0
LOC708995	0	0	0	0	0	0
LOC709017	88.98	166.93	423.24	159.74	189.03	298.68
LOC709025	0	18.44	0	0	12.06	0
LOC709031	0	0	0	0	0	0
LOC709035	74.21	9.66	79.5	108.93	45.26	87.7
LOC709052	0	0	0	0	0	0
LOC709056	0	50.37	26	10	3	16
LOC709064	0	0	19	2	8	12
LOC709065	36	38	41	167	211	184
LOC709073	0	0	0	0	0	0
LOC709077	63.44	16.48	72.75	83.95	51.7	48.78
LOC709083	112	165	366	217	168	177
LOC709088	0	0	1.38	0	0	0
LOC709095	0	0.98	0	0	0	0
LOC709103	0	0	1.26	0	0	0
LOC709132	0	0	0	0	0	0
LOC709146	1.51	3.6	14.35	51.66	3.78	12.39
LOC709149	0	0	0	0	0	0
LOC709150	0	0	0	0	0	0
LOC709152	0	0	0	0	0	0
LOC709157	0	0	0	0	0	0
LOC709175	0	1	4.92	18.33	8	2
LOC709194	0	0	0	0	0	0
LOC709201	4.33	4.66	0	0	0	0
LOC709204	0	0	0	0	0	0
LOC709214	0	0	5.25	0	6.37	2.08
LOC709220	83	181.08	252	311.65	181.71	219.2
LOC709230	0	0	0	0	0	0
LOC709234	0	0	0	0	0	0
LOC709251	0	0	0	0	0	0
LOC709254	297.98	620.74	524.33	473.8	433.57	444.28
LOC709255	0	10.15	0	0	0.21	0
LOC709256	0	0	0	0	0	0
LOC709264	0	0	0	0	0	0
LOC709273	0	0	0	0	0	0
LOC709274	0	0	0	0	0	0
LOC709278	0	0	0	0	0	10
LOC709286	0	0	0	0	0	0
LOC709287	0	0	0	0	0	0
LOC709290	0	0	0	0	0	0
LOC709294	0	0	0	0	0	0
LOC709296	36.55	1.31	3.66	0	4.76	4.39
LOC709301	0	0	0	3	0	0
LOC709304	0	0	0	0	0	0
LOC709316	0	0	6.36	0	4.38	11.86
LOC709317	25	3.18	12	17	18	39
LOC709318	0	0	0	1.88	0	0
LOC709324	0	0	1.05	0	0	1
LOC709330	33.64	162.69	180.12	283.66	232.66	361.82
LOC709331	0	0	0	0	0	0
LOC709346	0	0	0	0	0	0
LOC709366	0	0	0	0	0	0
LOC709373	0	0	0	0	0	1.31
LOC709376	0	0	0	0	0	0
LOC709383	0	0	0	0	0	0
LOC709385	0	0	2.39	0	9.8	0
LOC709393	0	0	0	0	0	0
LOC709401	0	0	0	0	0	0
LOC709405	0	1.34	0	0	7	0
LOC709412	46.96	8.9	0	0	0	0
LOC709417	0	2	0	0	0	0
LOC709431	0	0	6.29	7.21	0.85	0
LOC709444	0	4.25	0	0	0	0
LOC709451	0	0	0	0	0	0
LOC709452	0	0	5.28	16.91	14.31	3.84
LOC709453	50.38	115.96	65.84	196.75	134.32	71.05
LOC709461	0	0	0	0	0	0
LOC709462	0	0	0	0	1.13	0
LOC709477	0	0	0	0	0	0
LOC709481	9	0	21	0	4	2
LOC709491	25.78	2.25	5.45	0	0	0
LOC709495	0	0	0	0	0	0
LOC709526	0	0	0	0	0	0
LOC709535	0	0	0	0	0	0
LOC709583	0	0	0	0	0	0
LOC709591	0	0	0	0	0	0
LOC709597	0	0	0	0	0	0
LOC709603	0	0	0	0	0	0
LOC709619	0	0	0	0	0	0
LOC709621	0	0	0	0	0	0
LOC709650	0	0	0	0	0	0
LOC709651	0	0	0	0	0	0
LOC709671	0	0.91	0	0	0	0
LOC709678	0	0	0	0	0	0
LOC709680	17.36	62.17	18.69	12.06	15.37	2.81
LOC709684	0	0	0	0	0	0
LOC709712	0	0	0	0	0	0
LOC709738	0	0	0	0	0	0
LOC709760	5	11.01	41.87	3.61	25	21.82
LOC709765	42.58	0.73	65.86	25.16	41.6	8.84
LOC709775	0	0	0	0	0	0
LOC709778	31.18	4.09	0	0	0	1.17
LOC709809	9.37	90.7	17.34	4.39	1	3.04
LOC709812	0	0	0	0	0	0
LOC709820	0	0	0	5	0	0
LOC709821	0	24	0	9	0	0
LOC709839	0	0	0	0	0	0
LOC709864	0	0	0	0	0	0
LOC709867	0	12.08	10.63	1.23	20.91	9.37
LOC709878	92	109	114	145	98	71
LOC709886	0	1	9	2	8	17
LOC709918	0	0	0	0	0	0
LOC709936	122	154.62	653.59	673.97	392	731.32
LOC709951	306	383	187	563.87	444	401
LOC709952	0	0	0	0	0	0
LOC709979	1.28	0	6.11	0	2.41	4.03
LOC709980	0	0	0	0	0	0
LOC709981	35.4	14	65.78	43.99	40.99	19.48
LOC709987	0	0	0	0	0	0
LOC709988	0	0	0	0	0	0
LOC709992	0	0	0	0	0	0
LOC709999	0	0	0	0	2.06	0
LOC710005	0	0	0	0	0	0
LOC710026	8.09	0	12.91	5.36	29.95	9.91
LOC710038	0	0	0.8	9.27	0	0
LOC710060	0	0	0	0	0	0
LOC710079	0	0	0	0	0	0
LOC710088	0	0	0	0	0	0
LOC710097	0	0	0	0	0	0
LOC710110	2563	6255.59	1635.77	3923.62	2617.61	2669.07
LOC710137	0	0	0	0	0	0
LOC710149	0	0	0	0	0	3
LOC710158	0	0	0	0	0	0
LOC710164	10	0	12	22	26	40
LOC710167	0	0	0	0	0	0
LOC710188	0	2	14.03	23.48	23.02	13.01
LOC710189	13.25	89.01	8.62	0	0	0
LOC710190	0	0	0	0	0	0
LOC710230	0	0	0	0	0	0
LOC710254	41	137	43	27	33	2
LOC710259	0	0	0	0	0	0
LOC710261	0	0	0	0	0	0
LOC710274	0	1.05	0	0	0	0
LOC710287	8.29	61.53	32.46	6.76	32.69	19.66
LOC710293	0	0	0	0	0	0
LOC710307	0	9.5	23.82	23.08	0	17.48
LOC710317	0	0	0	0	0	0
LOC710331	13.08	0.13	0	0	0	0
LOC710340	0	2	8	18	17	9
LOC710343	0	15	2	7	0	0
LOC710358	4.05	44.57	57.39	16.42	23.58	39.96
LOC710382	0	0	2	0	0	2
LOC710412	0	0	0	0	0	0
LOC710449	43	66.71	64.68	151.91	83.01	71
LOC710458	0	0	0	0	0	0
LOC710477	0	0	0	0	0	0
LOC710487	0	0	0	0	0	0
LOC710493	17	93	47	71	49	30
LOC710502	1.36	27.81	16.59	16.95	1.15	5.84
LOC710506	0	0	0	0	0	0
LOC710516	35.18	2.71	53.86	90.91	63.09	31.59
LOC710527	39	0	0	18	25	40
LOC710528	0	0	0	0	0	0
LOC710533	84.46	46.02	3.63	6.08	1.17	17.98
LOC710545	0	0	0	0	0	0
LOC710558	0	0	0	0	0	0
LOC710565	0	0	0	0	0	0
LOC710568	0	0	0	0	0	0
LOC710583	0.06	18.96	8.91	0.76	5.36	0.03
LOC710595	131.71	0	39.84	0	52.57	0
LOC710605	10	76	30	59	58	48
LOC710638	0	0.9	11.85	5.14	16.99	4.35
LOC710641	0	0	0	0	0	0
LOC710642	27.04	45.59	57.72	117.41	92.25	75.32
LOC710644	0	0	0.37	0	0	0
LOC710661	81.14	215.06	115.63	231.03	104.05	118.79
LOC710665	0	0	0	0	0	0
LOC710670	0	0	0	0	0	0
LOC710682	110.54	99.42	0	0	0	0
LOC710707	0	0	0	0	0	0
LOC710710	0	0	0	0	0	0
LOC710726	0	0	0	0	0	0
LOC710728	292.91	447.83	627.93	936.04	647.66	697.5
LOC710748	143.71	852.34	234.95	256.27	6.16	233.41
LOC710751	0	0	0	0	0	0
LOC710759	49.56	121.02	30.24	0	8.12	50.2
LOC710761	0	0	7.77	0	0	12.85
LOC710765	0	0	0	0	0	0
LOC710797	0	44	16	34	11	28
LOC710798	0	41.57	0	0.13	0	1.04
LOC710806	0	0	0	0	0	0
LOC710818	37	4	74	80	32	62.8
LOC710824	0	0	0	0	0	0
LOC710848	0	0	0	0	0	0
LOC710858	18	54	36	67	37	74
LOC710859	0	0	0	0	0	0
LOC710864	59.24	130.78	171.61	78.16	66	58
LOC710866	0	0	0	0	0	0
LOC710877	0	0	0	0	0	0
LOC710880	0	0	0	0	0	0
LOC710896	0	0	0	0.98	0	0
LOC710937	4.98	0	2	0	0	0
LOC710961	24	63.53	35.11	16	8.97	42.65
LOC710976	0	0	0	0	0	4.87
